contract,price
0,58.7
1,53.76428571428572
2,47.72342857142857
3,45.91446428571429
4,43.70375
5,42.535178571428574
6,41.21625
0,44.37
1,44.35357142857143
2,43.03214285714286
3,41.785714285714285
4,40.857142857142854
5,40.05
6,39.42285714285714
0,32.36
1,32.371428571428574
2,32.8
3,32.77857142857143
4,32.60142857142857
5,32.67142857142857
6,32.81428571428572
0,25.015
1,27.079242424242423
2,28.68
3,29.39714285714286
4,29.607142857142858
5,29.369642857142857
6,29.069285714285716
